Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP
3.71,-1.51,2.53,11.53,186.94,9.10,37.10,193.72,-0.03,5.80
3.81,-1.25,2.52,11.50,170.98,9.00,37.10,194.42,0.01,5.12
3.89,-1.01,2.57,11.59,190.26,9.20,37.10,194.36,-0.02,5.52
3.92,-1.00,2.67,11.60,217.75,8.90,37.10,194.57,-0.01,6.34
3.95,-0.94,2.64,11.60,217.70,9.00,37.10,196.34,-0.02,6.25
3.98,-0.93,2.67,11.64,217.04,8.90,37.10,197.32,-0.04,6.22
4.02,-0.90,2.62,11.70,217.83,9.00,37.10,197.00,-0.07,6.27
4.06,-0.88,2.66,11.67,216.54,9.00,37.10,195.66,-0.03,6.31
4.11,-0.80,2.67,11.60,218.27,9.00,37.10,195.44,0.00,6.32
4.16,-0.78,2.67,11.69,218.18,9.00,37.10,196.62,-0.10,6.32
4.22,-0.70,2.65,11.70,215.60,9.10,37.10,196.78,-0.09,6.21
4.28,-0.67,2.71,11.69,218.03,9.00,37.10,197.24,0.02,6.31
4.33,-0.62,2.70,11.70,218.09,8.90,37.10,196.44,-0.06,6.34
4.37,-0.60,2.76,11.70,217.66,8.90,37.10,195.20,0.01,6.39
4.38,-0.60,2.74,11.79,216.85,9.00,37.10,198.27,-0.06,6.29
4.36,-0.70,2.77,11.81,218.52,9.00,37.10,198.30,-0.07,6.42
4.30,-0.79,2.80,11.70,216.70,8.80,37.10,195.58,0.03,6.50
4.23,-1.00,2.77,11.76,218.09,9.00,37.10,200.18,-0.06,6.56
4.16,-1.23,2.76,11.73,217.54,8.80,37.10,197.12,0.01,6.86
4.08,-1.42,2.67,11.78,204.14,9.10,37.10,198.52,-0.06,6.52
4.06,-1.49,2.63,11.74,173.23,9.10,37.10,196.96,0.03,5.62
4.05,-1.44,2.52,11.79,171.30,9.30,37.10,197.38,-0.02,5.50
4.05,-1.40,2.63,11.73,172.35,9.20,37.10,197.52,0.03,5.49
4.03,-1.35,2.58,11.74,173.02,9.10,37.10,197.51,-0.03,5.43
4.06,-1.18,2.54,11.67,171.22,9.00,37.10,195.82,0.05,5.29
4.14,-0.89,2.55,11.64,173.06,9.20,37.10,196.08,0.00,5.12
4.17,-0.80,2.73,11.69,195.81,8.90,37.10,196.20,-0.01,5.72
4.15,-0.83,2.72,11.75,217.51,9.00,37.10,195.59,-0.03,6.39
4.15,-0.90,2.75,11.75,216.95,8.90,37.10,196.82,-0.02,6.41
4.08,-1.09,2.74,11.94,217.67,9.10,37.10,201.14,-0.16,6.45
4.03,-1.31,2.74,11.83,216.16,9.10,37.10,198.22,0.01,6.71
3.96,-1.48,2.63,11.79,217.47,9.00,37.10,196.78,0.01,6.93
3.95,-1.44,2.58,11.86,172.42,9.30,37.10,198.76,-0.06,5.39
3.98,-1.30,2.57,11.84,171.83,9.30,37.10,198.51,-0.01,5.27
4.04,-1.13,2.50,11.80,172.54,9.20,37.10,197.62,0.01,5.20
4.13,-0.89,2.60,11.79,170.75,9.10,37.10,197.80,0.00,5.00
4.21,-0.63,2.64,11.80,192.72,9.30,37.10,197.36,0.00,5.45
4.21,-0.68,2.74,11.80,217.67,9.00,37.10,197.36,-0.01,6.22
4.18,-0.71,2.76,11.74,216.80,9.10,37.10,196.58,0.00,6.21
4.13,-0.85,2.83,11.70,217.60,8.90,37.10,196.90,0.00,6.33
4.06,-1.01,2.79,11.70,217.79,8.90,37.10,196.49,0.00,6.47
3.98,-1.18,2.70,11.69,218.01,8.90,37.10,196.10,-0.02,6.61
3.94,-1.35,2.72,11.70,218.27,9.10,37.10,195.96,-0.06,6.80
3.88,-1.51,2.64,11.73,204.15,9.10,37.10,196.80,-0.04,6.45
3.86,-1.56,2.59,11.79,172.85,9.20,37.10,198.10,-0.04,5.45
3.86,-1.49,2.56,11.61,172.00,9.20,37.10,195.30,0.03,5.43
3.88,-1.40,2.61,11.61,172.79,9.10,37.10,195.20,0.00,5.39
3.92,-1.26,2.54,11.60,171.78,9.00,37.10,194.45,0.00,5.27
4.03,-0.97,2.52,11.58,172.05,8.90,37.10,196.00,-0.05,5.05
4.11,-0.71,2.60,11.70,192.04,9.20,37.10,196.40,-0.17,5.43
4.12,-0.70,2.72,11.70,218.30,8.90,37.10,196.80,-0.20,6.17
4.14,-0.70,2.73,11.65,217.45,9.00,37.10,195.90,-0.20,6.19
4.13,-0.71,2.72,11.63,217.82,8.80,37.10,194.44,-0.18,6.26
4.11,-0.80,2.69,11.70,217.50,9.00,37.10,195.72,-0.26,6.29
4.09,-0.80,2.76,11.70,217.91,8.90,37.10,195.88,-0.20,6.27
4.05,-0.90,2.74,11.70,216.73,9.00,37.10,196.16,-0.16,6.30
3.98,-1.04,2.74,11.65,217.46,8.80,37.10,195.80,-0.14,6.43
3.94,-1.22,2.72,11.44,217.90,8.90,37.10,194.04,0.04,6.69
3.90,-1.39,2.70,11.58,216.58,8.60,37.10,194.50,-0.09,6.79
3.87,-1.46,2.61,11.60,189.82,8.90,37.10,193.76,-0.10,6.03
3.90,-1.33,2.53,11.60,172.27,9.00,37.10,195.26,-0.10,5.32
4.00,-1.02,2.49,11.60,171.95,9.20,37.10,194.30,-0.08,5.12
4.10,-0.73,2.63,11.72,174.99,9.00,37.10,196.47,-0.14,4.96
4.11,-0.70,2.72,11.78,217.18,9.00,37.10,197.92,-0.15,6.09
4.12,-0.70,2.70,11.54,217.69,8.90,37.10,195.32,0.03,6.19
4.11,-0.72,2.77,11.66,218.04,8.80,37.10,195.82,-0.09,6.20
4.07,-0.80,2.75,11.79,217.16,9.00,37.10,197.60,-0.18,6.18
4.01,-0.90,2.74,11.79,217.53,9.10,37.10,198.06,-0.29,6.23
3.94,-1.05,2.72,11.46,217.04,8.90,37.10,194.18,0.01,6.43
3.90,-1.16,2.73,11.44,217.83,8.60,37.10,192.58,0.02,6.60
3.88,-1.31,2.72,11.50,216.89,8.70,37.10,193.12,-0.07,6.72
3.86,-1.42,2.58,11.50,209.64,8.80,37.10,193.12,-0.06,6.61
3.93,-1.20,2.51,11.48,170.83,9.10,37.10,191.76,-0.04,5.27
4.05,-0.92,2.56,11.45,171.13,8.80,37.10,192.50,-0.01,5.09
4.09,-0.80,2.66,11.68,213.28,8.90,37.10,194.52,-0.18,6.19
4.12,-0.76,2.69,11.63,216.13,9.00,37.10,194.46,-0.17,6.24
4.14,-0.77,2.71,11.58,217.35,8.90,37.10,194.12,-0.11,6.34
4.15,-0.70,2.69,11.60,218.10,8.90,37.10,195.58,-0.17,6.24
4.18,-0.70,2.71,11.60,216.63,8.90,37.10,195.20,-0.17,6.25
4.22,-0.67,2.71,11.61,217.84,8.90,37.10,195.68,-0.11,6.28
4.23,-0.70,2.75,11.69,217.24,9.00,37.10,196.02,-0.20,6.30
4.24,-0.70,2.75,11.68,217.23,8.90,37.10,195.98,-0.18,6.31
4.21,-0.76,2.77,11.67,218.73,9.00,37.10,196.70,-0.15,6.37
4.20,-0.80,2.72,11.50,215.75,8.70,37.10,193.18,0.03,6.43
4.18,-0.80,2.78,11.58,217.43,8.80,37.10,193.69,-0.10,6.45
4.17,-0.90,2.78,11.60,217.17,8.80,37.10,193.92,-0.10,6.54
4.10,-1.14,2.82,11.63,217.14,8.80,37.10,195.76,-0.11,6.70
3.89,-1.64,2.82,11.56,218.40,8.80,37.10,195.62,-0.07,7.11
3.78,-1.73,2.52,11.33,173.58,8.80,37.10,191.96,0.16,5.74
3.80,-1.63,2.51,11.53,172.69,8.90,37.10,193.84,-0.06,5.58
3.84,-1.56,2.53,11.45,172.40,9.00,37.10,192.65,0.02,5.57
3.87,-1.47,2.59,11.57,171.07,9.00,37.10,194.68,-0.05,5.40
3.91,-1.30,2.52,11.51,171.25,9.10,37.10,193.78,0.02,5.31
4.00,-1.00,2.48,11.56,173.15,9.10,37.10,193.48,-0.05,5.15
4.10,-0.75,2.65,11.51,182.30,9.10,37.10,193.31,0.00,5.27
4.10,-0.79,2.74,11.60,217.66,8.90,37.10,195.06,-0.01,6.29
4.05,-0.85,2.80,11.72,218.16,8.80,37.10,196.24,-0.02,6.29
3.97,-0.97,2.72,11.79,216.49,9.10,37.10,198.50,-0.08,6.21
3.89,-1.15,2.75,11.65,217.72,9.00,37.10,196.16,0.08,6.44
3.83,-1.38,2.77,11.77,218.51,9.00,37.10,198.00,-0.03,6.63
3.77,-1.60,2.66,11.71,217.49,8.90,37.10,196.94,0.02,6.84
3.70,-1.70,2.59,11.81,181.69,9.20,37.10,198.32,-0.10,5.70
3.68,-1.68,2.54,11.57,172.24,9.20,37.10,194.02,0.10,5.49
3.68,-1.59,2.55,11.62,170.92,9.00,37.10,195.96,0.05,5.29
3.73,-1.40,2.49,11.66,172.34,9.20,37.10,195.80,-0.04,5.21
3.84,-1.06,2.53,11.61,171.09,9.20,37.10,195.44,0.00,4.94
3.89,-1.00,2.68,11.75,211.51,9.00,37.10,196.90,-0.02,6.06
3.91,-1.00,2.67,11.83,218.11,9.20,37.10,198.08,-0.05,6.23
3.92,-1.00,2.65,11.90,218.31,9.10,37.10,200.28,-0.13,6.18
3.97,-0.92,2.60,11.64,217.59,9.00,37.10,195.66,0.14,6.27
4.02,-0.90,2.71,11.81,218.04,9.10,37.10,196.94,-0.01,6.27
4.04,-0.89,2.68,11.85,216.92,9.30,37.10,198.34,-0.07,6.21
4.05,-0.90,2.71,11.72,217.38,9.00,37.10,197.20,0.02,6.29
4.06,-0.90,2.69,11.79,218.95,9.10,37.10,198.56,-0.04,6.31
4.09,-0.90,2.69,11.73,216.06,9.10,37.10,196.37,0.01,6.33
4.10,-0.90,2.74,11.75,217.57,9.10,37.10,197.54,-0.04,6.35
4.08,-1.04,2.75,11.74,217.43,8.90,37.10,197.38,0.00,6.49
4.00,-1.24,2.70,11.82,218.29,9.10,37.10,198.54,-0.16,6.64
3.93,-1.30,2.59,11.64,206.07,9.20,37.10,195.82,0.04,6.35
4.00,-1.12,2.52,11.76,171.92,9.20,37.10,197.70,-0.03,5.14
4.10,-0.87,2.61,11.88,171.90,9.30,37.10,198.80,-0.12,4.95
4.16,-0.70,2.66,11.77,188.95,9.30,37.10,197.31,-0.02,5.37
4.15,-0.70,2.72,11.69,219.41,8.90,37.10,195.90,0.04,6.26
4.13,-0.71,2.73,11.70,217.61,9.10,37.10,196.63,0.00,6.17
4.09,-0.81,2.74,11.70,218.22,9.00,37.10,196.50,-0.01,6.27
4.04,-0.90,2.74,11.70,217.02,8.90,37.10,196.62,-0.05,6.28
3.99,-0.97,2.75,11.71,219.05,9.00,37.10,197.22,-0.09,6.35
3.95,-1.06,2.71,11.57,217.64,8.90,37.10,194.52,0.03,6.47
3.94,-1.17,2.70,11.60,216.59,9.00,37.10,194.68,-0.03,6.55
3.95,-1.26,2.69,11.65,217.41,8.90,37.10,195.34,-0.11,6.69
3.94,-1.36,2.61,11.73,216.73,9.10,37.10,198.04,-0.18,6.68
4.04,-1.17,2.49,11.54,171.76,9.30,37.10,194.65,0.07,5.29
4.17,-0.82,2.50,11.66,172.30,8.90,37.10,196.02,-0.08,5.05
4.22,-0.70,2.69,11.80,202.92,9.20,37.10,197.52,-0.20,5.83
4.25,-0.63,2.71,11.80,217.26,9.10,37.10,197.84,-0.15,6.17
4.26,-0.60,2.73,11.80,218.61,9.00,37.10,197.71,-0.18,6.19
4.27,-0.60,2.74,11.59,218.85,8.90,37.10,194.46,-0.04,6.32
4.31,-0.60,2.68,11.63,219.12,8.70,37.10,195.10,-0.05,6.36
4.32,-0.60,2.75,11.69,217.14,9.00,37.10,197.20,-0.10,6.24
4.32,-0.63,2.79,11.60,217.83,8.80,37.10,195.37,-0.07,6.37
4.30,-0.70,2.70,11.60,218.23,8.80,37.10,194.70,-0.06,6.46
4.28,-0.70,2.74,11.60,218.13,8.90,37.10,194.70,-0.12,6.44
4.32,-0.70,2.72,11.60,217.86,8.90,37.10,193.94,-0.11,6.51
4.33,-0.75,2.75,11.60,217.57,8.90,37.10,193.50,-0.07,6.58
4.30,-0.87,2.77,11.52,216.99,8.90,37.10,193.67,-0.01,6.67
4.29,-0.90,2.70,11.55,216.96,8.80,37.10,194.02,-0.07,6.70
4.31,-1.04,2.74,11.60,217.50,9.00,37.10,193.76,-0.13,6.93
4.27,-1.15,2.59,11.60,200.52,8.90,37.10,196.74,-0.11,6.37
4.34,-0.90,2.56,11.53,170.94,9.10,37.10,193.55,-0.04,5.33
4.43,-0.72,2.68,11.54,171.18,8.80,37.10,193.76,-0.03,5.25
4.37,-0.77,2.83,11.69,213.57,8.70,37.10,196.50,-0.19,6.44
4.28,-0.95,2.75,11.77,217.88,9.00,37.10,197.50,-0.25,6.65
4.25,-1.15,2.77,11.90,217.55,9.20,37.10,200.06,-0.22,6.78
4.18,-1.46,2.76,11.71,217.11,9.00,37.10,197.00,0.06,7.17
4.18,-1.50,2.55,11.62,175.16,9.00,37.10,193.66,0.09,5.92
4.17,-1.50,2.64,11.63,172.38,9.20,37.10,195.72,0.02,5.75
4.13,-1.50,2.64,11.53,171.21,8.80,37.10,194.22,0.07,5.73
4.11,-1.50,2.58,11.54,173.13,9.00,37.10,193.76,0.03,5.78
4.11,-1.48,2.58,11.68,172.35,9.20,37.10,196.39,-0.01,5.66
4.12,-1.48,2.61,11.77,171.77,9.10,37.10,197.54,0.00,5.62
4.15,-1.40,2.59,11.65,173.15,9.10,37.10,196.08,0.12,5.65
4.11,-1.40,2.63,11.79,171.60,9.10,37.10,197.82,-0.04,5.51
4.09,-1.41,2.63,11.74,172.32,9.20,37.10,196.60,0.04,5.56
4.05,-1.45,2.62,11.68,173.36,9.10,37.10,196.36,0.02,5.60
4.02,-1.46,2.60,11.65,171.53,9.20,37.10,195.72,-0.02,5.53
4.00,-1.48,2.59,11.50,172.70,9.00,37.10,194.00,0.01,5.62
3.97,-1.40,2.57,11.43,173.14,8.90,37.10,192.50,0.02,5.57
3.98,-1.34,2.58,11.35,172.33,9.00,37.10,190.55,0.00,5.55
4.06,-1.10,2.51,11.34,173.43,8.80,37.10,190.96,0.04,5.41
4.18,-0.78,2.54,11.34,172.18,8.90,37.10,190.66,0.02,5.17
4.21,-0.67,2.76,11.46,199.44,8.80,37.10,193.26,-0.02,5.81
4.18,-0.71,2.74,11.39,218.30,8.80,37.10,190.82,-0.02,6.44
4.15,-0.80,2.74,11.30,217.69,8.50,37.10,191.20,0.01,6.50
4.14,-0.80,2.72,11.42,218.31,8.60,37.10,191.06,-0.02,6.51
4.13,-0.90,2.74,11.67,218.74,8.80,37.10,196.12,-0.08,6.46
4.06,-1.09,2.77,11.72,216.76,9.00,37.10,196.22,-0.02,6.55
3.98,-1.26,2.66,11.66,209.53,8.90,37.10,197.10,0.00,6.42
4.01,-1.12,2.57,11.63,172.86,9.00,37.10,196.29,0.02,5.21
4.11,-0.81,2.54,11.64,170.96,9.00,37.10,196.08,0.04,4.94
4.15,-0.70,2.71,11.81,194.37,9.20,37.10,198.18,-0.14,5.48
4.13,-0.70,2.73,11.58,217.31,9.00,37.10,195.16,0.13,6.20
4.10,-0.74,2.77,11.51,217.30,8.80,37.10,192.92,0.16,6.28
4.06,-0.84,2.74,11.70,218.33,8.80,37.10,196.24,-0.05,6.29
4.02,-0.97,2.76,11.62,217.21,8.90,37.10,195.06,-0.01,6.40
3.92,-1.15,2.68,11.66,217.80,8.80,37.10,196.35,-0.10,6.48
3.90,-1.20,2.65,11.48,217.90,8.90,37.10,193.43,0.06,6.62
3.93,-1.30,2.66,11.47,216.92,8.70,37.10,193.60,0.05,6.75
3.91,-1.31,2.57,11.66,200.38,9.00,37.10,195.52,-0.12,6.17
4.06,-1.00,2.48,11.56,173.19,9.10,37.10,194.45,0.17,5.20
4.20,-0.65,2.57,11.74,176.59,9.10,37.10,197.44,-0.06,5.01
4.26,-0.53,2.70,11.77,217.98,9.10,37.10,197.32,0.03,6.10
4.26,-0.51,2.79,11.94,218.53,9.20,37.10,199.73,-0.06,6.02
4.23,-0.60,2.79,11.77,217.58,9.10,37.10,198.24,0.06,6.12
4.20,-0.70,2.76,11.60,218.47,8.80,37.10,195.53,0.06,6.31
4.14,-0.76,2.77,11.77,218.41,8.90,37.10,197.37,-0.16,6.26
4.07,-0.97,2.80,11.83,216.78,9.20,37.10,198.84,-0.06,6.33
4.01,-1.15,2.69,11.58,217.88,8.90,37.10,195.04,0.06,6.65
3.96,-1.27,2.67,11.58,218.87,8.90,37.10,195.96,-0.01,6.74
3.99,-1.15,2.54,11.46,173.85,9.00,37.10,193.20,-0.01,5.33
4.09,-0.80,2.52,11.37,172.90,8.90,37.10,191.00,0.01,5.11
4.14,-0.70,2.75,11.44,201.81,8.80,37.10,191.43,0.00,5.89
4.11,-0.82,2.76,11.57,217.01,8.70,37.10,194.64,-0.03,6.34
4.06,-0.88,2.75,11.47,217.42,8.90,37.10,193.24,0.01,6.42
4.01,-1.05,2.73,11.49,218.38,8.70,37.10,193.42,0.00,6.59
3.96,-1.16,2.69,11.50,217.37,8.90,37.10,192.90,0.01,6.66
3.95,-1.28,2.69,11.56,217.44,8.80,37.10,194.69,-0.03,6.74
3.94,-1.32,2.57,11.48,204.81,8.80,37.10,192.65,0.10,6.45
4.02,-1.08,2.47,11.68,172.13,8.90,37.10,194.47,-0.18,5.20
4.11,-0.82,2.62,11.92,172.35,9.20,37.10,200.20,-0.21,4.89
4.14,-0.77,2.69,11.72,215.65,9.10,37.10,197.64,0.12,6.17
4.19,-0.70,2.71,11.51,217.87,8.90,37.10,193.63,0.02,6.34
4.22,-0.70,2.70,11.41,216.80,8.80,37.10,193.34,0.01,6.36
4.23,-0.70,2.73,11.45,218.11,8.70,37.10,192.28,-0.01,6.45
4.25,-0.62,2.68,11.56,216.69,8.80,37.10,193.90,-0.08,6.28
4.26,-0.60,2.74,11.44,216.91,8.80,37.10,192.92,0.05,6.31
4.26,-0.63,2.74,11.55,217.65,8.70,37.10,193.36,-0.04,6.35
4.24,-0.70,2.76,11.60,217.28,8.90,37.10,194.10,-0.09,6.38
4.19,-0.76,2.74,11.52,216.78,8.80,37.10,194.18,-0.01,6.37
4.15,-0.88,2.76,11.53,218.27,8.80,37.10,194.08,-0.05,6.52
4.11,-1.00,2.73,11.42,217.59,8.80,37.10,192.44,0.02,6.66
4.11,-1.06,2.70,11.46,215.46,8.70,37.10,192.76,-0.03,6.66
4.08,-1.19,2.65,11.53,202.35,8.80,37.10,193.36,-0.04,6.36
4.08,-1.10,2.61,11.58,172.96,8.90,37.10,194.06,-0.07,5.32
4.11,-0.86,2.56,11.50,171.20,9.00,37.10,193.76,0.03,5.07
4.10,-0.80,2.75,11.53,208.07,8.80,37.10,194.24,-0.08,6.05
4.07,-0.80,2.69,11.43,217.04,8.80,37.10,193.78,0.00,6.29
4.07,-0.80,2.71,11.44,216.39,8.80,37.10,193.35,-0.01,6.29
4.07,-0.87,2.71,11.53,218.47,8.70,37.10,194.16,-0.02,6.41
4.06,-0.89,2.70,11.60,216.37,9.00,37.10,195.78,-0.06,6.31
4.05,-0.90,2.70,11.54,216.99,8.80,37.10,194.90,0.02,6.36
4.02,-0.99,2.72,11.58,217.46,8.80,37.10,194.36,-0.07,6.47
4.00,-1.09,2.71,11.45,216.52,8.80,37.10,192.84,0.05,6.59
3.99,-1.21,2.67,11.50,216.95,8.80,37.10,194.40,-0.04,6.68
3.95,-1.35,2.68,11.40,216.99,8.80,37.10,193.28,0.01,6.86
3.94,-1.32,2.53,11.49,179.18,8.80,37.10,193.00,-0.04,5.64
4.02,-1.08,2.52,11.50,170.92,8.90,37.10,193.86,-0.03,5.19
4.10,-0.81,2.62,11.50,196.64,9.00,37.10,191.88,0.00,5.79
4.13,-0.80,2.71,11.55,215.89,8.80,37.10,193.64,-0.04,6.34
4.14,-0.80,2.68,11.60,217.66,8.80,37.10,194.78,-0.01,6.36
4.14,-0.82,2.73,11.61,216.27,8.90,37.10,195.10,-0.07,6.35
4.12,-0.88,2.68,11.64,217.97,9.00,37.10,195.94,-0.07,6.42
4.14,-0.80,2.66,11.59,217.45,9.00,37.10,194.20,0.01,6.37
4.16,-0.80,2.68,11.60,216.27,8.90,37.10,195.36,-0.03,6.32
4.21,-0.80,2.68,11.67,216.39,8.90,37.10,196.55,-0.08,6.35
4.27,-0.72,2.65,11.66,216.78,9.10,37.10,196.14,-0.04,6.35
4.33,-0.65,2.69,11.60,216.54,8.90,37.10,195.45,0.01,6.37
4.40,-0.60,2.72,11.63,218.02,8.90,37.10,195.29,-0.05,6.43
4.41,-0.60,2.75,11.59,217.32,8.90,37.10,193.45,0.01,6.49
4.35,-0.68,2.82,11.60,216.47,8.90,37.10,195.36,-0.07,6.42
4.21,-1.00,2.85,11.54,217.16,8.70,37.10,194.37,-0.04,6.71
4.13,-1.24,2.72,11.50,217.39,8.70,37.10,193.56,-0.01,6.95
4.01,-1.47,2.69,11.57,201.26,8.80,37.10,193.98,-0.08,6.56
3.93,-1.53,2.63,11.43,171.63,8.90,37.10,191.94,0.03,5.63
3.91,-1.50,2.55,11.48,171.95,8.90,37.10,193.24,-0.01,5.55
3.90,-1.45,2.61,11.44,169.75,9.00,37.10,193.16,0.00,5.42
3.94,-1.23,2.52,11.48,171.08,8.90,37.10,193.02,-0.01,5.28
3.97,-1.10,2.63,11.40,190.74,8.80,37.10,192.74,0.01,5.78
3.95,-1.21,2.70,11.50,216.29,8.70,37.10,193.72,-0.04,6.64
3.91,-1.34,2.67,11.48,217.15,8.70,37.10,194.60,-0.08,6.76
3.95,-1.39,2.63,11.43,215.14,8.90,37.10,192.39,0.02,6.88
3.96,-1.50,2.63,11.50,213.50,8.80,37.10,193.98,-0.04,6.93
3.96,-1.48,2.57,11.50,172.27,8.90,37.10,192.22,0.01,5.62
3.97,-1.35,2.52,11.57,170.77,9.00,37.10,194.80,-0.05,5.38
4.03,-1.16,2.53,11.55,172.04,9.10,37.10,193.90,-0.03,5.31
4.13,-0.86,2.54,11.50,171.60,9.10,37.10,193.47,0.01,5.10
4.19,-0.70,2.69,11.51,196.53,8.80,37.10,195.24,-0.03,5.67
4.19,-0.70,2.73,11.50,217.61,8.70,37.10,194.84,-0.01,6.29
4.17,-0.75,2.74,11.54,217.94,8.80,37.10,194.14,-0.02,6.37
4.12,-0.86,2.75,11.51,215.80,8.70,37.10,194.26,0.00,6.38
4.07,-0.97,2.74,11.50,218.70,8.80,37.10,194.10,-0.03,6.55
4.02,-1.16,2.72,11.59,216.97,8.70,37.10,193.84,-0.05,6.68
3.98,-1.32,2.70,11.60,216.80,8.90,37.10,195.55,-0.07,6.77
3.93,-1.38,2.55,11.62,201.65,9.00,37.10,195.60,-0.07,6.31
3.99,-1.20,2.54,11.56,172.08,9.10,37.10,194.50,0.02,5.29
4.11,-0.93,2.54,11.60,172.31,9.00,37.10,193.28,-0.02,5.17
4.15,-0.70,2.67,11.60,199.58,9.00,37.10,195.20,-0.06,5.72
4.16,-0.73,2.68,11.60,217.39,9.00,37.10,195.62,-0.07,6.27
4.18,-0.70,2.71,11.60,218.66,8.90,37.10,195.31,-0.08,6.30
4.20,-0.70,2.72,11.60,216.58,8.90,37.10,196.45,-0.05,6.23
4.21,-0.70,2.72,11.60,216.75,8.90,37.10,195.92,-0.03,6.27
4.23,-0.70,2.73,11.60,217.19,8.80,37.10,195.67,-0.04,6.31
4.23,-0.70,2.72,11.60,217.38,8.80,37.10,195.13,-0.04,6.33
4.23,-0.70,2.71,11.60,217.52,8.90,37.10,196.83,-0.04,6.28
4.21,-0.70,2.75,11.69,216.62,9.00,37.10,196.59,-0.07,6.24
4.18,-0.78,2.76,11.52,216.89,8.80,37.10,193.36,0.02,6.41
4.16,-0.82,2.74,11.55,217.15,8.70,37.10,194.55,-0.03,6.40
4.09,-0.96,2.76,11.57,218.38,8.80,37.10,194.40,-0.05,6.54
4.07,-1.06,2.71,11.49,216.04,8.80,37.10,192.56,0.02,6.64
4.04,-1.23,2.72,11.50,217.72,8.90,37.10,194.00,-0.01,6.83
4.05,-1.19,2.56,11.50,186.74,8.90,37.10,193.16,-0.04,5.84
4.15,-0.86,2.51,11.50,169.92,8.90,37.10,194.36,-0.08,5.05
4.23,-0.64,2.70,11.60,191.80,9.10,37.10,195.04,-0.13,5.51
4.24,-0.60,2.71,11.60,218.05,8.90,37.10,194.30,-0.13,6.26
4.24,-0.60,2.72,11.60,216.60,8.90,37.10,194.84,-0.13,6.20
4.23,-0.62,2.76,11.60,218.75,8.80,37.10,195.36,-0.11,6.26
4.20,-0.65,2.76,11.60,217.85,8.80,37.10,195.46,-0.09,6.24
4.16,-0.70,2.74,11.67,215.98,8.80,37.10,196.34,-0.10,6.17
4.12,-0.77,2.75,11.60,218.24,8.90,37.10,194.78,0.01,6.31
4.06,-0.90,2.78,11.59,216.22,8.90,37.10,195.13,-0.09,6.34
3.92,-1.09,2.79,11.51,217.14,8.70,37.10,193.66,0.02,6.48
3.78,-1.31,2.74,11.56,218.30,8.90,37.10,194.94,-0.05,6.57
3.74,-1.49,2.72,11.52,216.21,8.80,37.10,193.76,0.01,6.73
3.67,-1.67,2.59,11.56,209.80,8.90,37.10,194.49,-0.06,6.65
3.73,-1.45,2.42,11.45,171.67,8.90,37.10,192.08,0.02,5.33
3.86,-1.13,2.52,11.50,170.29,9.10,37.10,193.68,-0.01,5.06
3.95,-1.00,2.63,11.53,212.86,8.90,37.10,194.24,-0.04,6.25
4.02,-0.94,2.63,11.60,217.46,8.90,37.10,195.14,-0.02,6.37
4.09,-0.84,2.64,11.60,215.97,8.90,37.10,195.08,-0.06,6.29
4.16,-0.77,2.68,11.60,216.67,8.90,37.10,194.62,-0.11,6.32
4.21,-0.70,2.70,11.60,217.70,8.90,37.10,195.24,-0.09,6.31
4.23,-0.70,2.68,11.60,216.25,9.00,37.10,194.16,-0.10,6.33
4.22,-0.70,2.77,11.60,217.92,8.90,37.10,196.60,-0.11,6.28
4.19,-0.74,2.72,11.59,217.65,8.80,37.10,195.19,-0.09,6.34
4.15,-0.85,2.77,11.57,216.82,9.00,37.10,195.50,-0.09,6.39
4.08,-1.01,2.77,11.56,218.09,8.80,37.10,194.78,-0.12,6.57
4.02,-1.16,2.73,11.46,217.35,8.70,37.10,193.00,-0.04,6.73
4.01,-1.30,2.67,11.40,215.79,8.70,37.10,192.98,-0.01,6.85
3.97,-1.35,2.58,11.40,189.67,8.80,37.10,192.31,-0.02,6.05
3.98,-1.29,2.63,11.40,171.09,8.80,37.10,192.55,-0.03,5.40
4.04,-1.03,2.50,11.44,170.72,8.90,37.10,191.94,-0.05,5.20
4.07,-0.90,2.69,11.50,192.17,8.90,37.10,194.08,-0.08,5.68
4.05,-0.96,2.73,11.50,217.16,8.80,37.10,194.78,-0.05,6.44
4.03,-1.05,2.72,11.50,216.87,8.70,37.10,193.16,-0.07,6.57
4.00,-1.16,2.71,11.47,218.20,8.70,37.10,192.79,-0.03,6.73
4.00,-1.25,2.70,11.46,215.75,8.70,37.10,192.94,-0.01,6.77
3.96,-1.37,2.64,11.50,204.66,8.80,37.10,193.46,-0.04,6.50
4.02,-1.16,2.55,11.40,172.13,8.80,37.10,192.17,0.02,5.35
4.11,-0.88,2.54,11.46,173.20,8.90,37.10,192.30,-0.02,5.18
4.11,-0.83,2.74,11.50,217.30,8.80,37.10,194.72,-0.02,6.35
4.10,-0.91,2.75,11.50,218.32,8.70,37.10,192.94,-0.01,6.53
4.06,-1.02,2.72,11.50,216.73,8.70,37.10,193.68,0.00,6.55
4.01,-1.19,2.70,11.51,217.72,8.90,37.10,194.02,0.00,6.73
4.02,-1.26,2.67,11.60,217.25,8.90,37.10,193.94,-0.01,6.82
4.00,-1.31,2.55,11.66,206.20,9.00,37.10,197.55,-0.04,6.39
